,Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Sentence,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic
2997,3013,3KTCJ4SCVF09KP7BV6I7P3J4K2A1M1,3.6,3.0,4.0,7,39,21.4285714286,6.28571428571,71.4285714286,It depends where you're going in Maine.,0.0,14.285714285714285,1.2857142857142858,16.666666666666664
2998,3014,3D5G8J4N593TJWDTBH38I5LC3ECTVI,2.2,3.2,4.6,26,177,73.0769230769,2.46153846154,61.5384615385,"It did *not* help to: * reinstall the xbase-clients and xkb-data packages * add to the InputDevice section in xorg.conf: Option ""XkbDisable"" ""yes""  Ctrl-Alt-Del, Backspace, etc.",0.0,29.166666666666668,1.75,25.0
2999,3015,3UY4PIS8QQKF27SB77X72I84PSK1N1,3.6,4.0,3.8,9,41,50.0,8.55555555556,66.6666666667,It did not pick up the wired network card,11.11111111111111,0.0,1.1111111111111112,20.0
3000,3016,3V0TR1NRV91PANV5LLB4EAV725V4AX,4.6,5.4,5.2,26,146,69.2307692308,5.53846153846,61.5384615385,"It did not take long, upon the shocking revelation that DeDe Scozzafava had walked the plank, for a number of political dominoes to begin to fall:",3.8461538461538463,7.6923076923076925,1.5,10.0
3001,3017,3U74KRR67LKGBR4K9QHH8ORZHBANTV,2.8,2.8,5.6,9,55,27.7777777778,2.55555555556,77.7777777778,"It doesn't exactly end with ""Solsbury Hill,"" but close.",0.0,11.11111111111111,1.4444444444444444,12.5
3002,3018,3VGET1QSZZYJ0NGROO53ZBC8LQNW7J,4.6,4.2,2.6,5,27,30.0,9.6,80.0,It doesn't give any errors.,16.666666666666664,0.0,1.4,0.0
3003,3019,33N1S8XHHLK9JW6UAV81X5FDZ6RZ1F,2.8,4.4,3.6,11,66,31.8181818182,8.27272727273,81.8181818182,"it doesn't marks any strange thing, but it doesn't plays anything.",23.07692307692308,27.27272727272727,1.2727272727272727,0.0
3004,3020,3V7ICJJAZ9FUTX0XRZB09LFDKNG4BS,2.4,2.6,4.0,7,38,50.0,3.42857142857,71.4285714286,It doesn't seem like a firmware issue:,25.0,0.0,1.2857142857142858,0.0
3005,3021,3PIOQ99R7XLVB4J99V7RDKD10PHNUM,3.4,3.8,3.4,17,88,50.0,4.0,52.9411764706,it doesnt show in terminal the letters when you type the password and I didnt know that.,5.88235294117647,17.647058823529413,1.3529411764705883,16.666666666666664
3006,3022,3UOMW19E6C5VZLW3J4Q5PXR924BC5C,3.6,4.4,4.6,10,50,35.0,6.6,70.0,"It doesn't take much to trace the cause, they say.",18.181818181818183,0.0,1.1,12.5
3007,3023,3HJ1EVZS2NIWR8YINIS7ZVSBO9MR36,5.2,5.6,4.0,20,120,75.0,9.7,65.0,It emerged last night that Miliband has held secret talks with senior politicians in Brussels about running for the job.,15.0,0.0,1.25,33.33333333333333
3008,3024,3X2LT8FDHVHN01LAYTX9DB83WATW86,4.2,4.6,3.2,22,107,68.1818181818,4.22727272727,50.0,I tend to use gksudo for commands that result in a GUI application but I'm far from the final word on this.,4.3478260869565215,9.090909090909092,1.3636363636363635,4.761904761904762
3009,3025,3M7OI89LVXNRIPWHON0AH359YZMC6S,5.2,5.0,5.4,10,72,75.0,2.7,70.0,"It ensured equal representation among people, regions and ethnic groups.",20.0,0.0,1.8,66.66666666666666
3010,3026,3ZQA3IO31AQXKSSN8MXKH789F2P1OG,3.0,4.6,4.4,14,72,46.4285714286,5.42857142857,50.0,"I tested it in hardy, but believe that it will work on previous distros.",7.142857142857142,0.0,1.3571428571428572,0.0
3011,3027,359AP8GAGFJAMPAM7X52NH55TA6C7R,3.8,4.4,4.2,24,145,70.8333333333,5.20833333333,62.5,It feels more refined than the first version of Android on T-Mobile's G1 and it's certainly better than the muddled interface on Motorola's Cliq.,14.285714285714285,8.333333333333332,1.5,6.666666666666667
3012,3028,307L9TDWJXRBCA6QUBBQQBN1NCYN3F,2.8,3.4,3.2,8,48,75.0,7.625,62.5,It follows the program's poor returns this year.,11.11111111111111,0.0,1.375,33.33333333333333
3013,3029,32W3UF2EZNKD32S35Z7VK5LV28G4CZ,4.0,4.4,3.2,31,170,37.0967741935,6.12903225806,67.7419354839,"""It gets you down. You just want to go crawl in a hole sometimes. It's constant and people who haven't gone through this type of problem can't comprehend what it's like.""",5.714285714285714,0.0,1.1935483870967742,16.666666666666664
3014,3030,37G6BXQPLPKZP5ZFZNK3DWM3JCBEQK,4.4,5.6,5.4,19,108,63.1578947368,3.57894736842,47.3684210526,"It had to destroy one of its own nominees, because she committed the unpardonable sin of being ""a moderate"".",10.526315789473683,0.0,1.631578947368421,13.333333333333334
3015,3031,3B6F54KMR1BCIKKGF3ET1CIACRSS14,4.8,4.6,3.4,23,137,54.347826087,5.0,65.2173913043,"It hangs quite often for me when importing my enitre music collection, so I have to import parts at time (individual artist directories).",8.695652173913043,4.3478260869565215,1.6956521739130437,17.647058823529413
3016,3032,388CL5C1RIM0IIA4XJKDHDKM1MGHLE,4.4,4.6,4.0,10,46,50.0,4.1,40.0,It has all the programs you need for the kids.,0.0,0.0,1.1,0.0
3017,3033,3IWA71V4THFFLN7CFJWXVGQJZHA6XO,3.0,3.6,5.0,11,59,54.5454545455,5.90909090909,54.5454545455,It has arrived from a company that is delivering the goods.,0.0,0.0,1.5454545454545454,0.0
3018,3034,37VHPF5VYB2EM3F5H2X81H104UCC8E,5.2,5.2,3.6,13,68,42.3076923077,7.53846153846,69.2307692308,"It has been filed as a bug report, confirmed and marked as critical.",15.384615384615383,0.0,1.3076923076923077,100.0
3019,3035,3LG268AV375Z16EFC293IMW8FYDERL,2.4,4.4,3.8,12,62,62.5,4.83333333333,58.3333333333,It has been flakey on connecting to some WEP and WPA networks.,0.0,16.666666666666664,1.25,0.0
3020,3036,3J9L0X0VDELNE64K3L3ND73EGGBW9V,4.8,5.0,3.2,24,123,60.4166666667,5.25,58.3333333333,It has been owned for several years by the Great escape but it has recently been purchased by the family of the old owners.,8.333333333333332,4.166666666666666,1.375,30.0
3021,3037,3LN50BUKPUASVZ8SGWSIQMMDNDQPLR,4.0,5.0,4.4,39,201,51.2820512821,6.25641025641,58.9743589744,"It has been quite a while and there were many reports and complaints of this back when Feisty first came out, but to my knowledge it hasn't been fixed to the point of functionality that it was in Edgy.",2.5,0.0,1.205128205128205,8.0
3022,3038,3UEDKCTP9UPS5NMAZAM0B0IDYJFK7C,4.6,4.6,5.0,18,105,50.0,7.22222222222,77.7777777778,It has been suggested that Mr Hampton may have been involved in talks discussing nuclear testing in Iran.,5.555555555555555,0.0,1.4444444444444444,20.0
3023,3039,3PZDSVZ3J4GWU6PUUPG90GF71CUN40,4.6,3.2,3.6,5,26,0.0,7.6,80.0,It has been there forever.,0.0,0.0,1.4,0.0
3024,3041,3P7QK0GJ3SKG8HOQTZ8F2OPIRC5Z2W,5.2,5.6,3.2,14,90,67.8571428571,2.64285714286,64.2857142857,"It has hundreds of millions of users, and partnerships with many heavily trafficked sites.",7.142857142857142,0.0,1.5,0.0
3025,3042,39WICJI5ASR5TZK9XZMKLYUAXQ5Z37,6.0,5.6,4.6,22,140,68.1818181818,5.86363636364,68.1818181818,"It has long, deep relationships with the biggest advertisers online, as well as the community of developers writing the Internet's next act.",13.043478260869565,0.0,1.7727272727272727,23.07692307692308
3026,3043,3T2HW4QDUU6E08YFMU3M1DWBO0UC93,2.0,4.4,5.2,10,45,50.0,2.8,60.0,it hasn't been on my laptop for maybe a week.,0.0,10.0,1.2,0.0
3027,3044,3NBFJK3IOGHUO7IQQ5INOUCFHR7GOU,5.8,5.8,3.4,34,238,72.0588235294,5.79411764706,64.7058823529,"It has taken nearly eight years of intensive research for the head of Tulsi Peeth, Chitrakoot, Jagadguru Ramanadacharya Swami Ram Bhadrachaya, to come up an improved version of a grammatically and linguistically flawless 'Ramcharitmanas'.",8.823529411764707,20.588235294117645,1.7352941176470589,8.695652173913043
3028,3045,3LCXHSGDLS5B2LESRR988W1410WES9,5.0,5.6,2.4,6,33,66.6666666667,4.0,66.6666666667,It has the XVR-100 graphics chip.,0.0,0.0,1.1666666666666667,0.0
3029,3046,3YOAVL4CAZGQBV3DXDR3V3MGBQ1Z4S,3.2,4.6,3.8,10,42,45.0,8.6,50.0,It helped me a lot to compile and run xmms,0.0,10.0,1.1,12.5
3030,3047,3RIHDBQ1NDXKO0SPXVLSHQZB1R6HMG,2.6,4.4,3.2,12,61,29.1666666667,2.83333333333,75.0,I then added:   Code: to my xorg.conf so beryl would use xgl.,7.6923076923076925,33.33333333333333,1.1666666666666667,0.0
3031,3048,31N9JPQXIOHQ6IDP9W0SU5OB6HGHNG,3.4,4.2,5.0,13,67,53.8461538462,7.38461538462,61.5384615385,"I then tried to change the Load line to something more direct, i.e.",7.142857142857142,0.0,1.1538461538461535,15.384615384615383
3032,3049,3Q9SPIIRWIL1JPEPVRHN92EYMYTWAA,4.2,4.8,4.8,27,143,57.4074074074,6.51851851852,59.2592592593,"""I think he picked the right time. Since the Olympics, Chinese people are more confident and I think we are ready to listen with an open mind.""",18.51851851851852,3.7037037037037033,1.1851851851851851,13.79310344827586
3033,3050,30EV7DWJTUU4LSXMKFIZEUXS1N46YU,3.2,2.6,3.4,19,86,50.0,6.10526315789,68.4210526316,I think i'll leave this poor old boy alone and fancy up a mac thats a bit more robust.,20.0,10.526315789473683,1.105263157894737,12.5
3034,3051,302U8RURJY0VOJ89ELHW96FKEWQNVB,2.6,3.6,4.4,5,33,30.0,3.6,80.0,I think I'll live-blog Halloween.,14.285714285714285,0.0,1.4,0.0
3035,3052,36BTXXLZ2U7H94HMNWXQ90KH29IR4R,6.2,6.0,4.6,41,223,59.756097561,6.0487804878,56.0975609756,"""I think I'm the only one in the race - that has actually been in the public, has a record, has been successful in doing something about the issues we all talk about,"" said Litt, a rehabilitation and health care consultant.",4.878048780487805,5.0,1.45,13.636363636363637
3036,3053,3XQ4XW3OD8BJ752CY7E76VSF4X6S2L,3.0,4.2,5.2,15,79,20.0,3.26666666667,40.0,I think it disabled it but I did (#lcp-echo-failure 4) to   disable it I think.,5.88235294117647,20.0,1.4,16.666666666666664
3037,3054,3XBYQ44Z6O36YLDY1R84474QANETWS,2.6,3.0,5.2,13,64,46.1538461538,4.61538461538,61.5384615385,(I think it's a seasonal thing - maybe a local can verify that.),15.384615384615383,8.333333333333332,1.5,14.285714285714285
3038,3055,3IZVJEBJ69J4QI7RG1KIS16U7H86ZL,3.4,3.8,4.6,13,78,69.2307692308,3.84615384615,61.5384615385,I think it`s unfortunately impossible to move the topic the the proper thread.,14.285714285714285,15.384615384615383,1.6923076923076923,28.57142857142857
3039,3056,302OLP89DY6S5R8KE0HMX87VUICCAI,3.0,3.6,5.6,15,84,33.3333333333,6.2,66.6666666667,I think it would be really politically insane for people to take that too literally.,6.666666666666667,0.0,1.7333333333333334,20.0
3040,3057,3MG8450X2N9VEPVMPAKJH9IW04JUPQ,3.2,4.0,4.2,14,84,53.5714285714,4.64285714286,64.2857142857,i think maybe there should be more warnings for non-savy computer users like myself.,13.333333333333334,14.285714285714285,1.3571428571428572,14.285714285714285
3041,3058,36FFXPMST8N8O3D1AB059UOGWRLHOV,5.4,5.2,4.6,22,130,68.1818181818,5.36363636364,59.0909090909,"I think most lieutenants, captains and majors are beyond this false conventional vs. irregular frame that we try to impose on war.",13.636363636363637,0.0,1.5,17.647058823529413
3042,3059,3RHLQY6EDS3N8UYH5V264B3DN8S4DZ,4.2,5.0,5.2,29,140,39.6551724138,5.72413793103,58.6206896552,"""I think she can be a little naive, and she's been harassed by guys in the past who took advantage of her when she tried a little too hard.""",13.333333333333334,0.0,1.1724137931034482,3.7037037037037033
3043,3060,3THR0FZ95OSAAZWR1WF31MHND8TLO5,4.6,4.2,5.0,21,128,64.2857142857,6.80952380952,71.4285714286,"""I think somebody was careless and not doing their job right,"" Bloom, a volunteer doing plant restoration work at the sanctuary.",4.761904761904762,0.0,1.4285714285714286,16.666666666666664
3044,3061,36KM3FWE3QBQSXF6VHCISG34KL970T,4.4,4.8,4.0,10,48,30.0,4.1,60.0,I think some others may benefit from it as well.,0.0,0.0,1.3,11.11111111111111
3045,3062,3HFWPF5AK8I8SNYV27SCP5X7AB6S3W,2.6,3.4,4.0,20,104,40.0,4.3,65.0,"i *think* something can be done by editing a gtk config file.., but i wouldnt even know where to start..",0.0,25.0,1.2,14.285714285714285
3046,3063,3SU800BH85RGE1W1PNZ8HE86505UQH,3.6,5.4,4.2,29,163,68.9655172414,7.68965517241,58.6206896552,"I think that it's something to do with the keyboard mapping because in a terminal Ctrl+Alt+Fn1 gives Capital P, Fn1 single gives the help so the button is working.",6.25,3.4482758620689653,1.4137931034482758,11.11111111111111
3047,3064,36U4VBVNQNCGQ2B122O8M4IB1M7URI,2.8,4.2,3.8,34,186,67.6470588235,6.55882352941,67.6470588235,"I think that ndiswrapper is really just an emergency lash-up rather than a way to use a network device for serious work, so the real solution is probably to buy a better wireless device.",8.571428571428571,2.941176470588235,1.5294117647058822,27.58620689655172
3048,3065,3566S7OX5CIQZM0OR0GI6LMEPDF71W,3.0,4.0,4.8,23,96,45.652173913,6.13043478261,39.1304347826,"""I think that what we should do on the path to peace is to simply to get on it and get with it.""",0.0,0.0,1.0434782608695652,4.0
3049,3066,3I7KR83SN9CWJ6A3E7KKPW9JT93K9O,5.2,5.6,3.8,16,74,62.5,4.0625,43.75,"""I think the RBA has a degree of urgency about it at the moment,"" he says.",0.0,0.0,1.25,9.090909090909092
3050,3067,3CZH926SIBDS00CH1QDQATLYNKT4ES,4.6,4.4,4.4,17,82,58.8235294118,4.82352941176,47.0588235294,"""I think there is a lot for us at Washington State to gain from this,"" Wulff said.",0.0,5.88235294117647,1.1176470588235294,0.0
3051,3068,3Y3CZJSZ9JSZ5NLM11G0ESQV25DR5W,4.0,3.4,4.8,9,39,66.6666666667,4.33333333333,44.4444444444,I think there's a lot of truth to that.,0.0,0.0,1.0,0.0
3052,3069,3QMELQS6Y4AVORL06KQ56Y4VY0OR6C,4.8,3.8,4.8,12,57,58.3333333333,8.33333333333,58.3333333333,"""I think there's going to be a return to the status quo.""",0.0,0.0,1.25,7.142857142857142
3053,3070,34XASH8KLPLC1HQDG8TXQZ12NIGPMT,3.8,4.4,2.2,10,55,65.0,4.8,70.0,I think the trick is to remove the postmaster.pid file.,0.0,10.0,1.4,12.5
3054,3071,3K8CQCU3KD08388E4VMSV8YYL5SNWL,6.0,5.4,4.0,35,186,47.1428571429,8.48571428571,68.5714285714,"""I think the virtue of making a really good game with a story that really satisfies people, is that it's not something people are going to put down and never pick back up,"" Minkoff said.",2.7777777777777777,5.714285714285714,1.3714285714285714,10.526315789473683
3055,3072,3UV0D2KX1LIK6ECDW1XWSB6YZL84FA,4.6,4.8,5.4,21,116,52.380952381,7.2380952381,52.380952381,"""I think we continue to take the long view on what's going on in Washington and throughout the country,"" Gibbs said.",4.545454545454546,0.0,1.3333333333333333,5.555555555555555
3056,3073,3YLTXLH3DE5Q93P2PBDKYUT66WHHPC,4.0,4.8,4.0,31,162,62.9032258065,6.70967741935,58.064516129,i think were forgetting that the seneca niagara casino hotel is a 4-star rated hotel and has probably the best rates for what you get on both sides of the border.,3.125,9.67741935483871,1.3870967741935485,18.181818181818183
3057,3074,3QGTX7BCHO187E7DBIAD0VSUBMWZ5X,4.8,4.8,4.0,50,233,46.0,6.1,48.0,"""I think you see these kinds of boys at a lot of high schools - so desensitized it was like they saw her as a toy. Boys like that - there aren't many like them, but they can be so hard. All they needed was something to set them off.""",6.122448979591836,4.166666666666666,1.1666666666666667,4.25531914893617
3058,3075,3QE4DGPGBQAQKE887L3EAW6A0084G9,2.8,3.6,5.4,9,46,44.4444444444,4.0,55.5555555556,I think you simply pay at the gate/entry road.,0.0,0.0,1.2222222222222223,8.333333333333332
3059,3076,3QGHA0EA0IZ62ZJH15HJ4DY44GEWB5,4.0,5.2,3.8,17,93,50.0,6.52941176471,58.8235294118,I thought about that and the answer is really that Apple is what media companies are missing.,0.0,0.0,1.4705882352941178,20.0
3060,3077,36QZ6V1588CSRHBEHRODCEN7NOQUS6,3.2,4.2,4.8,8,42,25.0,4.375,50.0,"""I thought it was an earthquake,"" he said.",0.0,0.0,1.125,0.0
3061,3078,3RWO3EJELG8F5S4ONMAZ67DZP7L1PX,3.6,4.2,4.6,36,176,41.6666666667,7.30555555556,52.7777777778,"I thought I was going to be beating my head against the wall, but went ahead and created the 3 files you listed, and here I am happily posting to the forum using the gc89 card.",0.0,0.0,1.2777777777777777,9.090909090909092
3062,3079,367O8HRHKF7TAJHZ2LXVZAPDOB2S4H,5.8,5.6,2.4,31,179,70.9677419355,7.06451612903,61.2903225806,"It includes Alfred Molison, who is running as a write-in for the District C seat, and Deborah Shafto, a retired teacher running for the at-large 4 position being vacated by Green.",9.090909090909092,6.451612903225806,1.5161290322580645,17.647058823529413
3063,3080,3H781YYV6SHCHLR7GREYI1XQ3JAETY,5.4,4.8,5.2,15,103,76.6666666667,4.13333333333,66.6666666667,"It involved three 150-feet diameter parachutes lowering a 41,500-pound test weight to the desert floor.",5.555555555555555,0.0,1.5333333333333334,50.0
3064,3081,3RQVKZ7ZRJIXO7IKA4GWB4WJHJT72D,2.8,4.4,3.4,5,18,50.0,4.2,40.0,It is a 2h film...,0.0,0.0,1.0,0.0
3065,3082,309D674SHYKXO1DCKEHISJR1C0XCBD,4.2,6.0,3.0,10,50,60.0,3.1,40.0,It is about 2 1/2 hours to Cooperstown from there.,0.0,0.0,1.2,0.0
3066,3083,3X52SWXE0W4PC4BNF5DEFX4MM1EWCC,5.4,5.4,4.8,23,130,67.3913043478,3.86956521739,60.8695652174,"It is accounting 101, Madoff told the inspector general, to look at DTC - Depositor Trust Commission - to discover a Ponzi scheme.",0.0,14.285714285714285,1.761904761904762,25.0
3067,3084,3E22YV8GG05IJZBDS98X3EQ2S8QPNT,6.0,5.8,3.8,20,139,77.5,3.3,70.0,"""It is a collapse with social, economic and environmental aspects,"" said Abdul Rahman al-Eryani, Yemen's minister of water and environment.",13.636363636363637,5.0,1.85,40.0
3068,3085,33TGB4G0LOGLNLIOBW4Q6QIXJPKTXL,6.4,6.0,4.8,29,169,70.6896551724,4.27586206897,62.0689655172,"It is a crisis that threatens the very survival of this arid, overpopulated country, and one that could prove deadlier than the better known resurgence of Al Qaeda here.",13.79310344827586,3.4482758620689653,1.4482758620689655,11.76470588235294
3069,3086,37YYO3NWHCPGY65IYEDD33XJULXCCK,3.4,5.2,4.0,17,81,41.1764705882,7.0,58.8235294118,It is a fairly new hotel and I have always thought it to very clean and friendly.,17.647058823529413,0.0,1.2352941176470589,17.647058823529413
3070,3087,3LB1BGHFL1VANQ8YGSQSP4P6LVETYR,5.6,5.2,3.8,19,128,81.5789473684,3.15789473684,68.4210526316,"""It is a first step,"" Cynthia Canary, director of the Illinois Campaign for Political Reform, testified Friday before lawmakers.",5.263157894736842,0.0,1.8421052631578947,10.0
3071,3088,3YZ7A3YHR4SB62LZGQG542VRO7XS5M,5.4,5.6,4.2,37,250,71.6216216216,2.94594594595,67.5675675676,"It is, after all, an infinitely more plausible theory than the Democrats being latently sexist because they (A) had a male candidate win more delegates than a female candidate OR (B) criticized an unqualified candidate for being...well...unqualified.",15.384615384615383,0.0,1.864864864864865,31.03448275862069
3072,3089,3LN50BUKPUASVZ8SGWSIQMMDNDPLPM,3.8,5.2,2.6,10,51,65.0,6.6,60.0,It is a hidden file located in your home directory.,10.0,0.0,1.6,28.57142857142857
3073,3090,3XAOZ9UYRYQ05453NZPO6C39U371QO,5.2,5.0,3.8,29,141,63.7931034483,5.75862068966,55.1724137931,It is also clear to me that it is hard for the industries which have not endured their level of pain to flee the golden cage of media's past.,13.333333333333334,0.0,1.2413793103448276,4.545454545454546
3074,3091,3HRWUH63QT1EQPTU8UZJ58LL18PN55,6.0,6.0,3.2,35,220,71.4285714286,5.05714285714,65.7142857143,"It is also understood that there have been a series of disagreements in the National Economic Council, Brown's ""war cabinet"" for the recession, where Darling has called into question new schemes to ""support"" the economy.",5.555555555555555,0.0,1.6,16.666666666666664
3075,3092,39O0SQZVJM6ESRZ5PUVXCC4RTB8R7B,2.6,4.0,5.2,5,23,60.0,6.4,60.0,It is a minor nuisance.,20.0,0.0,1.4,100.0
3076,3093,3CIS7GGG64IRHY6WGW48NXJSMXHEUP,4.6,5.6,3.4,23,107,69.5652173913,6.30434782609,52.1739130435,It is a nice drive around the very small island or you can walk on the ferry and grab lunch in the village.,8.695652173913043,4.3478260869565215,1.1304347826086956,19.047619047619047
3077,3094,3N2YPY1GI5XRUDVWLMEDJJLB04QEVE,5.6,4.6,5.2,11,54,63.6363636364,4.0,45.4545454545,"It is a story of heroism, but a particularly grim one.",9.090909090909092,0.0,1.5454545454545454,11.11111111111111
3078,3095,378G7J1SJKX492V1BWJ95L4P7DSEWO,6.4,6.2,4.8,36,212,66.6666666667,3.61111111111,58.3333333333,"It is believed the discussions between the former Prime Minister, now a peace envoy to the region, and the supermarket chain, whose slogan is 'Every little helps', ended after the two sides failed to agree terms.",5.555555555555555,0.0,1.4722222222222223,11.76470588235294
3079,3096,3P7RGTLO6DCAOPK86DYKLRK3ZRLKA3,4.4,6.0,3.0,6,34,50.0,7.0,66.6666666667,It is called the Fallsview Resort.,0.0,16.666666666666664,1.1666666666666667,-1.0
3080,3097,3BAKUKE49GB0H5K30EEOB2DEQP91RP,6.0,5.6,4.8,14,71,57.1428571429,8.5,57.1428571429,It is expected to take three weeks for blood test results to come back.,0.0,0.0,1.2142857142857142,8.333333333333332
3081,3098,34ZTTGSNJWNB9FQHPOS9YZJGBS3HQ3,3.4,3.8,5.4,18,102,77.7777777778,4.5,61.1111111111,"It is fairly mild stuff by the standards of tell-all-memoirs: no sex, no shoe boxes stuffed with cash.",5.0,0.0,1.2777777777777777,14.285714285714285
3082,3099,3B6F54KMR1BCIKKGF3ET1CIACRS1SD,4.8,5.6,5.0,28,157,55.3571428571,6.03571428571,60.7142857143,"It is illegal to import qat, and powerful growers known here as the ""qat mafia"" have threatened to shoot down any planes bringing in cheaper qat from abroad.",10.714285714285714,10.714285714285714,1.3214285714285714,12.5
3083,3100,3BFNCI9LYJPM9PE3E4U1UE1BNXT73O,5.6,5.6,5.0,35,199,64.2857142857,4.85714285714,54.2857142857,"""It is important that the government's messages on drugs are clear and as an adviser you do nothing to undermine the public understanding of them,"" Johnson told Nutt in his letter asking him to quit.",8.333333333333332,2.857142857142857,1.4857142857142858,16.666666666666664
3084,3101,307FVKVSYQE7RLX7EIZK4JTH1XP749,5.4,5.8,4.6,14,74,64.2857142857,6.85714285714,64.2857142857,"""It is important to have an honest and open debate about drugs,"" Vaz said.",14.285714285714285,7.142857142857142,1.2857142857142858,11.11111111111111
3085,3102,3SZYX62S5FZPN417SNIU9BZV1TK75E,5.6,5.4,4.2,17,99,58.8235294118,7.41176470588,58.8235294118,It is increasingly clear that pressure is mounting on many of my supporters to shift their support.,11.76470588235294,0.0,1.4705882352941178,10.0
3086,3103,3PEG1BH7ADQF7ZP0CRYGG249H96KBY,5.2,5.4,4.6,28,123,46.4285714286,4.53571428571,60.7142857143,"It is just a ploy to malign me and extort money, he told TOI and added he was not the one to be cowed down by such threats.",3.571428571428571,0.0,1.1071428571428572,8.695652173913043
3087,3104,3QI9WAYOGPA7P6LDL9QAW89RK28S62,5.4,5.6,3.4,15,96,63.3333333333,5.2,80.0,"""It is moving away toward the South China Sea,"" said chief government forecaster Nathaniel Cruz.",6.666666666666667,0.0,1.4666666666666666,33.33333333333333
3088,3105,3R15W654VCSDVB97G977QRCNS9BLQD,6.2,6.0,4.2,39,231,61.5384615385,5.33333333333,56.4102564103,"It is my hope that with my actions today, my Party will emerge stronger and our District and our nation can take an important step towards restoring the enduring strength and economic prosperity that has defined us for generations.",7.6923076923076925,0.0,1.5128205128205128,3.225806451612903
3089,3106,3QQUBC64ZDDNS8D4E0IEXRC5U7YNXE,6.2,5.8,4.6,33,193,53.0303030303,7.69696969697,66.6666666667,"It is not clear that that Scozzafava's withdrawal will help Hoffman, as by this point most of her support may well be coming from voters who are more closely aligned, ideologically, with Owens.",5.88235294117647,3.0303030303030303,1.393939393939394,16.666666666666664
3090,3107,3BA7SXOG1IPIS54OZZN3QC0M4VER8Y,5.4,4.6,4.0,9,49,44.4444444444,7.0,66.6666666667,It is not known if the shooting was gang-related.,10.0,0.0,1.4444444444444444,0.0
3091,3108,33W1NHWFYGKASGI3CESB3BY8RPITZI,5.8,5.6,6.2,13,64,46.1538461538,4.61538461538,46.1538461538,It is not known whether they flew in one of Ashcroft's two jets.,0.0,0.0,1.0,0.0
3092,3109,3MQKOF1EE1NZHWH1F18PZ3M471QWDC,3.8,4.8,4.2,15,66,30.0,5.06666666667,46.6666666667,It isn't even letting me eject it before I pull it out of the USB.,0.0,0.0,1.2,10.0
3093,3110,3421H3BM99G18M4LWMK8OH96EK39JE,5.4,6.0,3.8,31,192,77.4193548387,3.25806451613,61.2903225806,It is one of four reusable motor segments and nozzle exit cone shipped by the Ares I first-stage prime contractor Alliant Techsystems Inc. for final processing and integration in the facility.,12.5,6.451612903225806,1.6774193548387095,26.666666666666668
3094,3111,39I4RL8QGIG4KA3JRRLWVWIBF0L4H8,5.6,6.4,3.6,39,197,57.6923076923,5.61538461538,51.2820512821,"""It is on record that we have more than 1,000 erosion sites in the state, more than 500 are active. I should call this a major disaster in Anambra state, and that is what we are dealing with here.""",10.0,2.564102564102564,1.1794871794871795,27.58620689655172
3095,3112,33QQ60S6ARHSQ8R28P5T28HOSW6U0I,4.4,6.6,2.8,8,36,68.75,6.75,50.0,It is open from 9 a.m.-5 p.m. daily.,9.090909090909092,0.0,1.125,0.0
3096,3113,32LAQ1JNT8OT6HOT6RT3MJJTP74UTV,4.2,5.6,5.0,16,82,65.625,6.875,62.5,It is possible in your case that the ati driver is not setting the correct driver.,6.25,6.25,1.375,40.0
3097,3114,3KI0JD2ZU0HL681LX6SZ1HDVXOV76U,4.6,5.6,3.4,9,143,88.8888888889,3.11111111111,122.222222222,It is reported in thread:   http://www.ubuntuforums.org/showthre...ht=Ctrl+Alt+Fn  and :  http://www.ubuntuforums.org/showthre...onsole+virtual,22.727272727272727,62.5,3.875,33.33333333333333
3098,3115,3WJGKMRWVH8Q3YBWYA8ON9F1FL9CDK,5.6,5.0,4.8,19,109,78.9473684211,3.10526315789,57.8947368421,"It is such a huge disruption, in fact, that it threatens the fundamental profit engine of the media business.",15.789473684210526,0.0,1.5263157894736843,44.44444444444444
3099,3116,378G7J1SJKX492V1BWJ95L4P7DRWE5,5.0,5.6,4.8,16,94,81.25,4.25,68.75,It is the fifth shake-up of the Downing Street operation since Mr Brown became Prime Minister.,5.88235294117647,0.0,1.5,20.0
3100,3117,3IZPORCT1E8BLG5H23H93PTL7E5HR4,5.2,5.2,3.4,14,74,67.8571428571,5.35714285714,57.1428571429,It is the first and currently the only Mac to support this new capability.,21.428571428571427,0.0,1.5714285714285714,0.0
3101,3118,33KMQD9OFID4A8FQGGXR7VDRSZF77T,5.2,6.0,4.4,22,117,70.4545454545,6.04545454545,59.0909090909,It is the only way to for media companies to weather the coming tsunami of increased bandwidth and the ever open web.,9.090909090909092,0.0,1.4545454545454546,0.0
3102,3119,3W31J70BARVYH4H6QRUBRMARZU6KC5,5.6,5.2,4.6,14,84,53.5714285714,4.42857142857,64.2857142857,It is understood that Ashcroft did not attend meetings with either Kerry or Clinton.,7.142857142857142,0.0,1.5,14.285714285714285
3103,3120,39AYGO6AFEJA9TT8DD9OXEZLX30N6L,4.4,5.6,4.8,14,83,64.2857142857,3.21428571429,42.8571428571,It ... is used as a pretext ... that prevents the re-establishment of negotiations.,7.6923076923076925,0.0,1.8333333333333333,100.0
