Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"Only one figure in American history, casino magnate Bill Harrah, had put together anything approaching O'Quinn's collection, and it seemed fitting that a number of the late Harrah's cars now reside in one of O'Quinn's Houston warehouses.",4.761904761904762,17.7,2.95,7.0687
only problem is i type it then it asks for the paswword and it wont let me type it.,5.263157894736842,4.8,0.95,6.269900000000001
Only this time Elisabeth Hasselbeck was wearing an enormous cereal box.,9.090909090909092,9.9,0.9,5.677700000000001
"On many days, the boys pass boatloads of girls wearing traditional Islamic head scarves, four to each craft, who drift slowly along the river, taking turns at the helm on their own long row home.",11.428571428571429,13.4,2.37,5.8606
"On March 6, Michael Jackson appeared before cameras in London wearing a fanciful black-and-white brocade costume, his makeup perfectly applied to his surgically sculpted face, his glossy black wig styled so it covered most of the sides of his face and fell gently onto the top of his shoulders.",11.76470588235294,21.2,3.61,7.941500000000001
"On Monday, Mr Adbullah said Mr Lodin had ""no credibility"".",0.0,8.4,0.72,4.9933000000000005
"On Monday, Vice President Joe Biden will appear at a campaign rally in Watertown, N.Y., to help the Democratic candidate in the special election for that New York House seat, Bill Owens, who is in a tight race with Conservative Party candidate Doug Hoffman.",6.666666666666667,19.3,3.14,5.7958
"On Saturday, a documentary about Qian, produced by Xinhua, has been broadcast on the Internet and the agency's TV channel.",9.523809523809524,11.1,1.51,5.704600000000001
"On Saturday, a top Coast Guard official said he believed the C-130 pilot had spoken with the military controllers before the accident.",8.695652173913043,11.9,1.66,6.0276000000000005
"On Saturday, crews ground the sides of metal holes designed for large nuts that stabilize the original repair.",11.11111111111111,9.1,1.37,5.904
"On Saturday, district officials confirmed plans to install higher fences around the entire school before next summer, and to firm up security in general - but the challenges will still be steep.",16.129032258064516,15.4,2.39,7.3483
"On Saturday in Jerusalem, Clinton agreed with Netanyahu that it was unprecedented for Abbas to shun talks due to settlements.",5.0,9.9,1.56,6.1193
"On Saturday, the NATO-led force announced the latest coalition death in the war.",7.142857142857142,7.2,1.0,5.5656
"On ""State of the Union,"" CNN's John King gets more of the Republican outlook on Afghanistan, health care, and the economy from Representative John Boehner of Ohio, the House minority leader, and Gov. Haley Barbour of Mississippi.",2.631578947368421,9.3,2.84,6.927300000000001
"On Sunday, the younger Mubarak will take centre stage when he addresses the conference.",7.142857142857142,6.4,1.09,5.8599
"On that fateful weekend, 15 minutes after the deadline for returning Bianca by 6 p.m. Sunday passed, Hebert felt sickened.",9.523809523809524,6.0,1.51,6.1419
"On the afternoon of April 8, 2006, he was helping lead a patrol around the Marine base to provide cover for Iraqi employees who were being massacred for working with the Americans.",0.0,14.6,2.19,6.2741
"On the Day of the Dead holiday this weekend, Arreola planned to mourn the way Mexicans do.",5.88235294117647,7.6,1.09,5.637599999999999
"On the downside, we've found a few moments where the DROID seems to bog down.",6.25,3.2,0.93,6.387899999999999
"On the eve of the conference, the NDP's secretary-general said that choosing a successor to the president was not on the agenda.",0.0,11.9,1.57,6.401299999999999
"On their hourlong row, the boys negotiate a two-mile commute along a river teeming with giant barges, invisible logs and islands of floating water hyacinth to tangle their oars.",10.0,14.6,2.19,5.748900000000001
"On the night of the attack, the victim left the homecoming dance at about 9:30 p.m., before it ended, and walked to the back of campus to call her father to pick her up, detectives say.",2.631578947368421,13.8,2.2,6.264200000000001
"On the official BBS of the Shanghai Jiao Tong University, where Qian majored in mechanic engineering from 1929 to 1934, many alumni still couldn't believe the news while replies to the posts soon topped 850 in six hours.",12.82051282051282,15.8,2.69,6.897100000000001
"On the other hand, Joe Sestak also seems to be catching up with Specter, and Sestak might be the superior option for Democrats from an electability perspective.",7.4074074074074066,12.6,1.97,6.0466
"On the other hand, walking around L.A. with the same big guys he was seen at Monkey Bar with have been the most egregious extent of his famewhoring.",13.793103448275861,10.7,1.78,6.442700000000001
"On the other side of the campus, more than 400 students partied at the homecoming dance.",12.5,7.2,1.07,5.697899999999999
"On the other side of the river from Woodstock,with stunning views is the Vanderbilt Mansion, a National Historic Site that is operated by the National Park Service and is located on Old Post Road in Hyde Park.",5.263157894736842,16.5,2.54,6.387499999999999
"On the same day, he met the country's finance minister, this time representing JP Morgan.",6.25,8.0,1.1,5.6903
On the third floor of the home two badly decomposed corpses were found.,15.384615384615385,3.6,0.87,6.4079999999999995
"On the Vanity Fair piece: ""I stand by it and I'm cool with everything I said.",5.88235294117647,6.0,0.91,5.577400000000001
"On this coming Friday, my girlfriend and I will be leaving New Jersey (Northern) and will be driving to Cleveland.",0.0,8.7,1.4,5.6803
"""On this day, he had gotten in a shipment of about eight cars - a woody, a hot rod, some car from the '20s, a DeLorean. We had business to do, so what we did was get in the woody and drive this set route he always took. He drove and we talked business on the way out, then talked about the car on the way back. Then we got in another car and did the same thing.""",2.5974025974025974,4.9,4.19,7.7946
"On Thursday, authorities in Baghdad announced they had detained more than 60 members of the police and army, including 11 senior officers, responsible for security in the area of the bombings.",9.67741935483871,16.6,2.38,6.6166
"On Thursday, detectives from the department's sex-crimes unit and members of its SWAT team went to Sowell's home to execute the warrant and to arrest the suspect, but he was nowhere to be found, Cleveland Police spokesman Lt. Thomas Stacho said.",0.0,8.9,3.01,8.2916
On Tuesday we will drive home.,0.0,0.9,0.37,5.383
"On Wednesday, October 28th, NASA launched its Ares I-X prototype vehicle, the first launch from Kennedy's pads of a vehicle other than the space shuttle since the Apollo Program's Saturn rockets were retired.",8.333333333333332,15.0,2.59,7.5985000000000005
Ooops - apologies and thanks.,0.0,3.7,0.37,5.047500000000001
"open Beryl settings manager (should be a diamond in taskbar), click desktop in the top bar, then ensure rotate cube is enabled.",9.090909090909092,9.5,1.56,6.3406
"Open ,closed ?",0.0,2.9,0.18,5.295100000000001
"""Open it up.""",0.0,-2.7,0.16,5.268700000000001
"Open it with an editor, and you will find installation instructions.",0.0,7.6,0.85,5.3167
Operant conditioning can be used to shape behavior.,12.5,10.0,0.65,5.1104
Opposition and civil society groups have long complained that the authorities have used emergency laws and the security forces to curb political freedoms.,8.695652173913043,14.6,1.94,6.5635
"O'Quinn's education began when he was 10 years old, courtesy of his father's humid garage, where he spent afternoons and weekends until he finished high school.",6.896551724137931,12.3,1.98,6.708700000000001
O'Quinn was a force previously unwitnessed in the classic car world.,8.333333333333332,6.4,0.85,5.6011
"O'Quinn was not married and had no children, reducing the likelihood of a probate dispute.",0.0,8.0,1.12,5.7471
Or are you saying that the kernel doesn't even properly boot?,0.0,6.4,0.75,5.7465
"Or, as the headline in the Philadelphia Business Journal has it: ""Reed Smith's New Personnel Policy Allows it to Ditch Automatic Pay Raises.""",0.0,13.4,1.75,6.1771
Or does anyone have any other tips for organised activities to make his 30th great.,20.0,8.0,1.01,5.2453
or does it matter?,0.0,1.3,0.22,5.130199999999999
Or does the company have other plans?,14.285714285714285,3.7,0.46,5.364300000000001
Or education policy?,0.0,17.4,0.26,5.1454
Or European policy?,33.33333333333333,12.7,0.25,5.1918999999999995
Or follow us  @latimestot,0.0,7.2,0.31,5.3678
Or he's an underdog genius who's playing the media and the entire Palin narrative to his liking.,10.526315789473683,8.7,1.18,6.114000000000001
"Orient Point beach is nice and they have facilities (ie, potties) there, which is nice w/kids.",17.647058823529413,6.0,1.16,5.306
Orient Point Beach sounds perfect for us.,28.57142857142857,2.5,0.51,5.671100000000001
"Or is Unmounting the same thing as Ejecting, and is that aweful noise of the harddrive whining down just something I'll learn to ignore?",16.0,9.1,1.66,6.2585
Or its ideological rigidity?,25.0,15.5,0.37,5.0676
"Or maybe it just means that, if Yahoo can't find new ways to monetize the web, it can instead rent out office space to someone who can.",3.571428571428571,9.1,1.6,5.782500000000001
Or one could of course leave the umount out of script and unmount with nautilus and then run the script just to stop the drive from spinning.,3.7037037037037033,7.9,1.69,7.4003000000000005
or one of the hotels ?,0.0,2.9,0.25,5.4334
Or should we just pay to park around the maid of the mist and walk or ride the trolley to the caves?,0.0,4.8,1.16,6.1065000000000005
Or simply write your diary in your email client and store the entries in a special folder.,17.647058823529413,6.4,1.09,5.8058
or some doc that I can read to do that automated.,0.0,4.0,0.57,4.920400000000001
Or you can write your diary in a calendar (i.e. Evolution),0.0,6.4,0.71,5.206100000000001
"Or you could skip the first 40 minutes of this week's podcast, but that's just a recipe for regret.",9.523809523809524,6.0,1.19,6.366000000000001
Or you have another suggestions?,0.0,7.6,0.41,5.036000000000001
"Or you may have to rather specify UseFBDev to ""true"" if that doesn't work.",6.666666666666667,6.4,0.9,5.7001
"Other candidates include Rick Rodriguez, a 24-year Houston police officer, and Lonnie Allsbrooks, the owner of Beer Island in the Heights.",4.545454545454546,11.5,1.73,6.0305
(Other estimates have found smaller solar land needs.),37.5,6.4,0.69,5.234800000000001
"Other networks will require different phone numbers, authentication, and context strings, which you will probably need to get from your provider, if you can get past the low-tier ""try rebooting Windows XP again"" support people.",8.333333333333332,15.8,2.84,7.8087
"Other partners include Gracenote, iMeem, Pandora and Rhapsody.",12.5,10.0,0.81,5.5417
"Other pirate suspects are awaiting trial in France, while dozens have been handed over to Kenya and Yemen for prosecution.",5.0,9.9,1.51,5.5521
"Other prominent cases involve former Red Army Faction terrorists who were harbored by the Stasi, and a Berlin sports doctor who doped East German athletes.",20.0,11.9,1.92,7.087100000000001
"Other Republicans who have endorsed Hoffman include former N.Y. Governor George Pataki, former Sen. Fred Thompson (R-Tenn.), former House Majority Leader Dick Armey (R-Texas), and former presidential candidate Steve Forbes.",18.181818181818183,9.6,2.85,7.587999999999999
Other segments are placed and stacked on the floor around it.,9.090909090909092,2.9,0.75,5.606999999999999
Others who are sympathetic to the plight of the adivasis say the Maoist violence has become intolerable.,11.76470588235294,12.3,1.29,5.646000000000001
"Other than that, I was impressed by the extra speed and stability of the ""factory"" version of OpenOffice versus the version provided with Ubuntu.",12.5,12.7,1.79,6.456200000000001
"Other than this, I'm really enjoying feisty and will probably put it on my desktop pc when i get the chance.",9.090909090909092,9.1,1.29,6.053700000000001
Otherwise I'd consider travelling via Toronto which I've read from the various post in this forum is highly recommended.,9.523809523809524,11.9,1.5,6.5219000000000005
"Otherwise, I have my workaround for now.",0.0,3.7,0.5,5.330300000000001
Otherwise it   communicated jiberish to gc89 and no response.,11.11111111111111,12.7,0.75,5.6927
"""Otherwise, it's an urban agenda, or a very progressive agenda.""",18.181818181818183,8.4,0.81,5.2755
"Otherwise, the outlying suburbs have lots of chain hotels.",0.0,8.0,0.73,5.8296
otherwise this would have been a very nice and short patch...,18.181818181818183,2.9,0.75,5.7231
(otherwise you would only have one chance to click there and remove wdpassport),0.0,7.2,0.98,5.5672
Our campground is one of many parks in this area.,10.0,1.3,0.59,5.367400000000001
"Our channel ReadWriteEnterprise, devoted to 'enterprise 2.0' and using social software inside organizations.",7.142857142857142,15.4,1.41,5.398499999999999
"Our channel ReadWriteStart, sponsored by Microsoft BizSpark, is dedicated to profiling startups and entrepreneurs.",0.0,13.5,1.48,5.9357
"""Our combat related trophies are in there to help people learn advanced tactics. People might not know about Steel Fist [finishing off a foe with one punch] or shield takedowns until they go in and read the trophy list.""",2.564102564102564,7.4,2.67,7.4304
Our Flickr Pool is the place where Consumerist readers go and upload photos for possible use in future Consumerist posts.,15.0,8.7,1.5,7.033600000000001
"Our idea is some outdoor life, some indoor activity and perhaps some theatre or something special a teen doesnt do every day.",18.181818181818183,10.7,1.53,5.8916
"""Our kids come to this beach. It's our home.""",0.0,-2.1,0.54,5.5606
"""Our mission has always been to change the way the software industry works, so of course we would want to have an impact on the industry's largest player. Maybe some people don't take us seriously, but we have a history of attacking much larger competitors.""",8.51063829787234,9.7,3.14,7.9435
"Our other active developer uses ThotKeeper primarily under Xandros, but occasionally on Ubuntu, too.",14.285714285714285,17.0,1.28,6.0477
Our son will be staying with the team at the fields.,0.0,1.7,0.62,5.2925
"Out of about 80 countries that signed a global treaty, Mexico is one of seven with a pattern of not complying with requests children be returned, according to the report.",3.3333333333333335,13.8,2.07,7.199
"Out of interest, what does WiFiRadar offer you that NetworkManager does not?",0.0,9.2,0.95,5.615700000000001
"""Out of that came some concern about flexibility,"" said Phil Johnston, chairman of the foundation's board.",0.0,9.5,1.34,5.8756
"Overall, however, a majority of Americans across their country have a reasonably high level of trust in their neighbors with even the lowest-ranking state having 60 percent who believe their wallets would be returned.",8.571428571428571,16.6,2.7,7.1911999999999985
"Overall, it's solid.",50.0,5.6,0.26,5.1566
"Overall, the new machines also meet Energy Star 5.0 and EPEAT Gold standards for energy efficiency and environmentally-sound design, manufacturing, and use of recyclable materials.",11.11111111111111,17.8,2.29,6.159
"Overall, the number of new cases in England increased by 50% last week to 78,000.",12.5,5.6,0.98,5.5444
"""Overhauling those motors without any replacement parts was a terrible job,"" one of the few to escape that nightmare later remembered.",9.523809523809524,11.5,1.67,6.322900000000001
Overseas companies are banned from making donations to political parties in Britain.,16.666666666666664,10.3,1.07,5.063900000000001
"Overseas markets are growing fast, and Yahoo needs to grab a piece of them early.",13.333333333333334,5.6,0.98,5.490100000000001
"Overseas shipments declined 8.3 percent from a year earlier to $34 billion, the Ministry of Knowledge Economy said today in Gwacheon.",4.545454545454546,11.5,1.66,6.022899999999999
"Over the next few days, don't be surprised if the ""public option"" is dropped or amended to buy off Blue Dog Democrats and perhaps even some Republicans.",14.285714285714285,10.3,1.85,7.2826
Over the years Jackson got mileage out of the public (and music industry executives) underestimating his business acumen.,0.0,12.7,1.53,6.221400000000001
Pakistan's Daily Times crops Clinton's comments,0.0,6.8,0.62,5.4762
"Palau has agreed to take up to 12 Uighurs, seven still remain at the controversial Guantanamo prison which was set up by the Bush administration to house terrorism suspects.",3.4482758620689653,12.2,2.13,6.555200000000001
"Palestinian leaders have said they will not return to peace talks with Israel unless it halts all settlement building on lands they claim for a future state, and they believe Israel has blatantly defied a U.S. demand for a settlement freeze.",4.761904761904762,16.9,2.95,6.1379
"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip.",12.5,13.4,2.26,6.291699999999999
"Palestinians warn that popular frustration with the failure to produce a statehood deal could spill over into an upsurge in violence, even if few have appetite for a broad new uprising.",12.903225806451612,14.2,2.28,5.858500000000001
"Passenger-car purchases exceeded 1 million for the first time in September as General Motors Co., the largest overseas automaker in China, reported that sales doubled.",11.538461538461538,15.4,2.1,6.4175
Patty or Cathy - those are the cardboard cutouts.,0.0,4.1,0.6,5.2925
"Paul G. Kirk Jr. kept to himself on a recent day in the Senate chamber, sitting quietly with a manila folder of policy papers while his colleagues milled around on the floor, back-slapping and schmoozing.",5.555555555555555,15.8,2.5,6.054599999999999
Paul Graham: Priority Access to Twitter Is Practical Necessity,0.0,13.9,0.79,5.1333
"""Paul, I know, wishes he was here. But in his absence, Paul Kirk is about as close to a great replacement as you can get.""",8.0,3.4,1.44,5.853
"Paul Saffo, an American futurologist, recently told the Telegraph that the ultra-rich may slowly evolve into a separate species thanks to medical advances.",20.833333333333336,14.6,1.95,6.301699999999999
"Payrolls fell by 175,000 workers last month, deepening the worst employment slump since the 1930s, according to the median of 63 estimates in a Bloomberg News survey ahead of a Nov. 6 Labor Department report.",5.555555555555555,15.8,2.56,6.8937
"""Pearl Harbor was a disaster, like the Spanish Armada. Listen, son - you and I are professionals. If the manager says, 'Sacrifice,' we lay down a bunt, and let somebody else hit the home runs.""",5.88235294117647,6.5,2.34,6.2344
"Peco Energy gets $200M 'smart-grid' grant: Peco Energy Co. was awarded a $200 million federal stimulus grant today that will allow it to speed up deployment of ""smart-grid"" technology, including 600,000 advanced electric meters in the next three years.",14.285714285714285,18.5,3.14,7.547300000000002
"""People must remember most balconies are designed in reality for a family group,"" Insp Davies said.",6.25,10.7,1.23,5.972200000000001
"""People say, 'Why would you do that?'""the president said in an Oval Office interview with The Washington Times on Friday.",0.0,9.9,1.5,6.2729
"""People should have full knowledge of reality whether good or bad,"" he said.",23.076923076923077,6.0,0.94,5.9756
People's hunger for good content will not subside.,11.11111111111111,4.1,0.63,6.1353
"People tell me that it's usually well kept, with some cabins and a decent store.",6.25,5.6,0.97,5.918900000000001
"""People who turned up would have expected a scary night, but not this scary,"" Insp Wood said.",11.76470588235294,5.2,1.13,6.1585
Peoria is about 13 miles northwest of Phoenix.,0.0,2.9,0.57,5.471200000000001
"Perhaps in response to reviewers calling the film too ""dreary,"" the Weinstein Company just released a second, re-cut trailer for its troubled Thanksgiving hopeful hit, The Road, that focuses less on cannibal-thwarting heart-pounding action and more on the bond between the man and the boy with soaring music of hope and the words ""Between father and son lies the courage to never surrender.""",7.575757575757576,26.7,4.83,9.6469
"Perhaps posting in the installation/support forum might also be of help to you, I don't know that there are many intel Mac users out there who regularly post to this forum.",3.0303030303030303,14.2,2.09,7.1908
Perhaps that's because Lauren Conrad offers something very essential to her shows.,7.6923076923076925,9.2,1.04,5.783000000000001
Perhaps this will change as the show's new lineup settles into itself.,7.6923076923076925,5.6,0.87,5.666399999999999
Persistent rumours regarding its future at Ten were fuelled by its non-inclusion in the network's program launch for 2010.,14.285714285714285,10.7,1.53,6.802300000000001
Peter Acquaro is a financial planner.,16.666666666666664,8.0,0.47,5.048600000000001
"Petty Officer Rivera, who grew up in a housing project on the Lower East Side, served five years of active duty, including two on an aircraft carrier, before becoming a reservist nearly three years ago.",5.714285714285714,15.8,2.47,6.740099999999999
"Petty Officer Second Class Nathaniel Mitchell, 40, an emergency medical technician with the New York City Fire Department from Ridgewood, Queens, said the ship shared the personality of the city.",6.666666666666667,15.0,2.44,6.9673
"Petty Officer Second Class Nilsa Rivera is something of a veteran in this group, though she cringes at a word that makes her sound older then her 29 years.",10.344827586206897,11.1,1.87,6.599500000000002
"Philippine authorities evacuated more than 115,000 people in nine provinces east and south of Manila in the storm's path on main Luzon island, the National Disaster Coordinating Council reported.",12.903225806451612,17.0,2.45,6.1274
"Phil Willis, Liberal Democrat chairman of the science and technology select committee, said he was seeking clarification from the Home Office.",4.761904761904762,13.8,1.79,5.615600000000001
"Photoshop: To call this app Photoshop is almost a misnomeryou can't have anything resembling desktop Photoshop on the iPhone, but you can have a decent photo processing app:",3.3333333333333335,14.2,2.16,6.978699999999999
Pierce made it his personal duty to drain the Bulls of any confidence.,7.6923076923076925,6.0,0.85,5.7116
Pittsford is a suburb of Rochester with a wonderful little historic village with lots of nice restaurants and boutiques.,21.052631578947366,9.5,1.5,6.302900000000001
"Plagued by low poll numbers and anemic fundraising, and with a newborn daughter at home, San Francisco Mayor Gavin Newsom dropped out of the governor's race on Friday.",10.344827586206897,11.8,2.06,6.805200000000001
"Planned increases in taxation next year, with the return of Vat to 17.5% and a new 50% income tax band for those earning £150,000, mean that overall there will be a fiscal ""tightening"" under current plans.",10.526315789473683,15.0,2.5,6.009400000000001
Planning a trip in June and have checked reviews of both hotels.,0.0,4.4,0.78,5.3807
Plattsburgh AFB closed in June 1995,0.0,0.9,0.44,5.3718
Plattsburgh has all the conveniences you will ever need.,0.0,4.4,0.71,5.8903
Plattsburgh is growing dramatically.,0.0,15.5,0.48,5.105
Play around with the file and see if it works.,0.0,0.1,0.54,5.2776000000000005
Played around with sdparm and that was exactly what I was looking for.,0.0,4.8,0.85,4.82
please do.,0.0,-3.1,0.13,5.044700000000001
"Please, fix this silly thing!",20.0,0.5,0.37,5.1382
"Please, give me any kind of idea, a test or a place/file where I can find a track to follow and understand what happened.",0.0,7.9,1.44,5.099900000000001
"""Please go to Tibet and see if things are really good as the Chinese government says,"" said the Tibetan spiritual leader.",14.285714285714285,10.3,1.48,5.9533000000000005
"PLEASe, help me",0.0,-2.7,0.19,5.2773
Please post this file.,0.0,-2.3,0.28,5.2335
"please see my current etc/fstab (after typing '$cat /etc/fstab' at the terminal, and having the USB unit connected), please note that i have a mount point (or something like that) where i can access the files that i have in my Windows XP partition (i called windows)",4.081632653061225,18.1,3.23,6.754899999999999
Please tell me how to get Firefox and Thunderbird to talk to each other.,7.142857142857142,5.2,0.87,5.9251000000000005
"""Please tell people we're not animals, like the media say we are,"" Rhonnie said, eyes moist with pain.",0.0,6.8,1.25,5.703999999999999
"Plenty of minute details and gamer behaviors are measured, but nothing comes back to Naughty Dog regarding trophy collection, Minkoff said.",0.0,10.3,1.75,6.1837
Plenty of people have been complaining in the last decade or so about the fact that law schools do a poor job of preparing their students for the actual tasks they will be called upon to undertake as practicing lawyers.,7.5,16.5,2.64,6.903700000000001
Plenty of sales.,0.0,0.9,0.21,5.1391
Plenty of sites available even though they close part of the campground after Labor Day.,6.666666666666667,5.6,1.09,6.0929
pls check website www.eRestaurant.pl.,16.666666666666664,13.1,0.5,5.4233
"Plus, any recommendations on family friendly restaurants that is not expensive?",18.181818181818183,11.1,1.01,5.4366
"Plus: Check out more of the latest entertainment, fashion, and culture coverage on Sexy Beast - photos, videos, features, and Tweets.",10.0,11.1,1.66,6.396699999999999
"Plus, if you still need inspiration for your pumpkin carvings, try your hand at these social media options.",11.11111111111111,8.0,1.32,5.7083
* plus I like fine wine and good food,25.0,0.5,0.43,5.3933
Plus it runs freaking Android 2.0 as its OS.,0.0,2.1,0.53,5.2162
points of interest are labeled for you.,0.0,3.7,0.48,5.186800000000001
(Pointy teeth and body glitter - done!),0.0,2.1,0.48,5.5391
"Police discovered the bodies at the home of Anthony Sowell, a 50-year-old convicted rapist, after they tried to serve an arrest and search warrant for him related to a sexual assault investigation.",8.823529411764707,17.0,2.44,5.864599999999999
Police established a command post in the neighborhood to take missing-person reports and additional information on outstanding missing persons in the neighborhood.,8.695652173913043,16.6,2.09,6.1347000000000005
Police had originally been looking to question Sowell after a woman accused him of rape and assault a month ago.,0.0,11.1,1.37,5.404300000000001
Police had set up an emergency response centre and celebrated when news broke that he had been picked up.,0.0,8.3,1.28,6.5027
Police have asked anyone who fears they may be related to one of the victims to come forward with DNA samples so that they can eventually help with identification.,0.0,13.4,1.98,6.227500000000001
"Police in Peoria, Arizona, say Faleh Hassan Almaleki, 48, struck his 20-year-old daughter, Noor Faleh Almaleki, and her friend Amal Edan Khalaf with the Jeep Laredo he was driving in a parking lot in Peoria on October 20.",2.5,15.8,2.7,5.868399999999999
"Police said six people, including a 12-year-old girl, drowned in a flash flood in Laguna province's Pagsanjan township, south of Manila.",8.333333333333332,10.3,1.7,5.661100000000001
Police said the 34-year-old woman was attacked after a man followed her into one of the toilet cubicles at Justin Hemmes' flagship bar and locked the door about 2am on Friday.,3.0303030303030303,13.0,2.13,5.650599999999999
Police say he had spent 15 years in prison for a 1989 rape.,0.0,2.5,0.69,5.1332
Police spokesman Lt. Thomas Stacho said Anthony Sowell was walking down the street on the east side of Cleveland when authorities spotted him and took him into custody.,3.571428571428571,7.6,2.07,6.7378
Police were checking crime reports to find matches for similarities to the 1989 rape or the most recent allegation against Sowell.,4.761904761904762,11.5,1.62,5.7936
"Police were checking missing-person reports back to June 2005, when Sowell was released from prison.",0.0,8.0,1.26,6.0463000000000005
"Policy makers need to ""manage inflation expectations,"" curb excess capacity and encourage sustainable lending growth, the central bank said in its report on the third-quarter economy.",14.814814814814813,17.0,2.32,6.436800000000002
Political analyst Haroun Mir suggested to the Christian Science Monitor the election commission is hoping to boost turnout on Karzai's behalf.,9.090909090909092,13.8,1.79,6.700299999999999
Political observers favor Oliver Pennington as a front-runner.,11.11111111111111,14.7,0.81,5.690099999999999
Politicians from other parties expressed shock at the decision.,11.11111111111111,8.0,0.81,5.5367
"Politicians involved in the elections scheduled for Nov. 29 also have been pushing for a resolution, and the Honduran people have grown weary of months of sometimes violent instability and repression of many civil rights.",11.428571428571429,16.9,2.75,7.330099999999999
"Poly beat Wilson in the Friday night matchup, 34-15.",0.0,2.1,0.65,5.2159
"Popular queries in the U.S. related to [kids costume] include [ladybug], [minnie mouse] and [tinkerbell].",12.5,10.3,1.34,6.2714
Positions 18-38 are unchanged from last month.,25.0,3.7,0.59,5.2627
"Powell Caesar, a spokesman for the Cuyahoga County coroner's office, said additional remains were found and confirmed Saturday as three more bodies, for a total of six.",7.142857142857142,13.8,2.09,6.057
Powerful energy Vermont plan for 'smart' meters getting $69M: A Vermont plan to install electricity smart meters and other technologies to improve energy efficiency and reduce energy costs will receive nearly $70 million in stimulus money.,11.11111111111111,20.9,3.0,8.1219
Practically the whole state is between the two.,12.5,5.2,0.59,5.4937000000000005
"Predictably, he said ""It was one of those wild coincidences.""",10.0,4.8,0.76,5.2829999999999995
Premier Wen Jiabao's $586 billion stimulus plan and unprecedented growth in new loans are sustaining China's rebound amid signs that exports may start to recover as the global slump eases.,9.375,15.0,2.34,6.5487
President Barack Obama said on Saturday this week's positive job and economic growth figures proved that his big spending efforts to stimulate the economy were working.,11.11111111111111,14.6,2.1,7.348500000000001
"President Hamid Karzai's challenger plans to call for a boycott of next weekend's runoff election in an attempt to force the vote's postponement until spring, his campaign manager said - a move that would dim U.S. hopes for a stable Afghan government for months.",12.76595744680851,17.7,3.22,8.1408
President Hamid Karzai's rival in the second round of the Afghan presidential poll says he will announce on Sunday whether he intends to quit the race.,7.4074074074074066,11.1,1.85,6.5675
"""President Obama has achieved a major milestone in his effort to close Guantanamo, but the prison cannot be shut down until other countries agree to resettle those detainees who are unable to return to their home countries,"" J. Wells Dixon of the center said in a statement.",6.382978723404255,10.1,3.35,8.9775
"President Obama is responsible for the need for a special election in the Upstate New York district, having tapped the former congressman in the district, Rep. John McHugh, R-NY, as his new Army Secretary.",11.428571428571429,8.7,2.53,6.729499999999999
"President Obama promised ""transparency"" and that any bill would be written in public.",7.6923076923076925,7.2,1.07,5.659999999999999
"President Obama will appear at campaign rallies in New Jersey Sunday to help the struggling and unpopular incumbent governor, Jon Corzine, who polls show is in a statistical dead heat with the Republican nominee, former U.S. Attorney Chris Christie.",10.0,12.1,3.1,6.829300000000001
"Pressure to end the crisis has mounted in recent weeks from several sources, including the powerful Honduran business elite, which backed the coup but has been losing millions of dollars because of sanctions and interrupted trade.",11.11111111111111,17.3,2.86,8.067499999999999
"Previous interns have gone on to work at such places as The Wall Street Journal, Forbes, ABC News, and Reason itself.",9.523809523809524,7.9,1.42,6.1089
Previously (running edgy) I had installed from the repository listed in the howto that I followed which installed version 0.2.0~0beryl1.,0.0,12.3,1.72,6.691200000000001
"Previous reform legislation put a $90,000-a-year cap on direct cash donations from political parties and legislative leaders, but reformers said loopholes would have rendered the limit meaningless.",13.333333333333334,17.4,2.51,6.4689
Previous studies provide conflicting results about the incidence and severity of lupus nephritis in patients with a history of lupus who have undergone a kidney transplant.,3.8461538461538463,15.8,2.16,7.0374
"Price has been helping lead counseling sessions on campus, and to support the hundreds of students who staged rallies and gatherings to denounce violence.",4.166666666666666,12.7,1.92,7.1072
Prices should be reasonable this time of year as the track doesn't open until the end of July.,10.526315789473683,6.8,1.13,6.4099
Prime Minister Manmohan Singh had described Left-wing extremism as the gravest internal security threat and called for a nuanced strategy to tackle the Naxal violence.,11.538461538461538,15.4,2.1,6.0184000000000015
"Prime Minister Yulia V. Tymoshenko announced the measures on Friday in response to rising fears about swine flu, especially in western Ukraine.",4.545454545454546,7.6,1.79,6.2807
(printer is a HP 5850)  Any ideas?,14.285714285714285,2.5,0.4,4.8664000000000005
"Probably around the time that the attorneys who negotiate them started charging $1,000 or more an hour to negotiate the deals.",4.545454545454546,11.5,1.56,5.885
"Probably, it's located in the Applications->System Tools menu",0.0,12.3,0.79,5.231199999999999
Probably not.,0.0,8.8,0.18,5.0975
"Problem is, since my laptop is bought used, I don't know what wireless card I have (I haven't installed windows at all, so that doesn't help either).",6.666666666666667,10.3,1.81,5.7522
Problem solved.,0.0,2.9,0.21,5.3413
Problem solved on all three machines.,0.0,2.1,0.47,5.467200000000001
"Professor Colin Blakemore, professor of neuroscience at Oxford University and former chief executive of the Medical Research Council, said it was vital that government policy was based on evidence.",10.344827586206897,18.1,2.48,6.683
